Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,choice made,reaction time,
3,1562802854084,10/07/2019 23:54:14,1562802853906,3,11/07/2019 02:54:13,8835,5,task-j95b,,2797979,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Rarely"",""Q1"":""Never"",""Q2"":""Rarely"",""Q3"":""Sometimes""}",13273.975000018254,
4,1562802862655,10/07/2019 23:54:22,1562802862474,3,11/07/2019 02:54:22,8835,5,task-j95b,,2797979,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Never"",""Q1"":""Never"",""Q2"":""Never"",""Q3"":""Never""}",8561.985000007553,
5,1562802874122,10/07/2019 23:54:34,1562802873963,3,11/07/2019 02:54:33,8835,5,task-j95b,,2797979,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Never"",""Q1"":""Never"",""Q2"":""Rarely"",""Q3"":""Sometimes""}",11481.775000022026,
1,1562802920044,10/07/2019 23:55:20,1562802919448,-5,10/07/2019 18:55:19,8835,5,task-j95b,,2797984,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Often"",""Q4"":""Rarely""}",15356.63499997463,
2,1562802937113,10/07/2019 23:55:37,1562802936676,-5,10/07/2019 18:55:36,8835,5,task-j95b,,2797984,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Sometimes"",""Q4"":""Often""}",17212.339999969117,
3,1562802950318,10/07/2019 23:55:50,1562802949851,-5,10/07/2019 18:55:49,8835,5,task-j95b,,2797984,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Sometimes""}",13167.524999938905,
4,1562802961129,10/07/2019 23:56:01,1562802960680,-5,10/07/2019 18:56:00,8835,5,task-j95b,,2797984,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Often""}",10822.415000060573,
5,1562802972438,10/07/2019 23:56:12,1562802972000,-5,10/07/2019 18:56:12,8835,5,task-j95b,,2797984,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Fatigue,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Almost always"",""Q2"":""Often"",""Q3"":""Rarely""}",11311.495000030845,
1,1562804689905,11/07/2019 00:24:49,1562804689997,-4,10/07/2019 20:24:49,8835,5,task-j95b,,2798044,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Sometimes"",""Q2"":""Rarely"",""Q3"":""Sometimes"",""Q4"":""Rarely""}",29293.230000010226,
2,1562804721633,11/07/2019 00:25:21,1562804721689,-4,10/07/2019 20:25:21,8835,5,task-j95b,,2798044,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Rarely"",""Q2"":""Sometimes"",""Q3"":""Often"",""Q4"":""Sometimes""}",31601.809999992838,
3,1562804744094,11/07/2019 00:25:44,1562804744300,-4,10/07/2019 20:25:44,8835,5,task-j95b,,2798044,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Sometimes"",""Q2"":""Sometimes"",""Q3"":""Rarely""}",22552.464999986114,
4,1562804774272,11/07/2019 00:26:14,1562804774366,-4,10/07/2019 20:26:14,8835,5,task-j95b,,2798044,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Never"",""Q2"":""Never"",""Q3"":""Rarely""}",30006.950000009965,
5,1562804786418,11/07/2019 00:26:26,1562804786532,-4,10/07/2019 20:26:26,8835,5,task-j95b,,2798044,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Never"",""Q1"":""Rarely"",""Q2"":""Never"",""Q3"":""Never""}",12108.284999994794,
1,1562804775852,11/07/2019 00:26:15,1562804775401,-4,10/07/2019 20:26:15,8835,5,task-j95b,,2798048,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Rarely"",""Q1"":""Rarely"",""Q2"":""Rarely"",""Q3"":""Often"",""Q4"":""Rarely""}",14814.939999952912,
2,1562804795118,11/07/2019 00:26:35,1562804794817,-4,10/07/2019 20:26:34,8835,5,task-j95b,,2798048,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Rarely"",""Q1"":""Often"",""Q2"":""Rarely"",""Q3"":""Rarely"",""Q4"":""Never""}",19374.839999945834,
3,1562804808825,11/07/2019 00:26:48,1562804808541,-4,10/07/2019 20:26:48,8835,5,task-j95b,,2798048,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Rarely"",""Q2"":""Never"",""Q3"":""Sometimes""}",13692.084999987856,
4,1562804821439,11/07/2019 00:27:01,1562804821144,-4,10/07/2019 20:27:01,8835,5,task-j95b,,2798048,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Sometimes"",""Q1"":""Rarely"",""Q2"":""Rarely"",""Q3"":""Sometimes""}",12581.159999826923,
5,1562804831486,11/07/2019 00:27:11,1562804831212,-4,10/07/2019 20:27:11,8835,5,task-j95b,,2798048,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Fatigue,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Rarely"",""Q1"":""Rarely"",""Q2"":""Never"",""Q3"":""Never""}",10048.875000094995,
END OF FILE
