Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,choice made,reaction time,
4,1562802921873,10/07/2019 23:55:21,1562802921603,3,11/07/2019 02:55:21,8835,5,task-df75,,2797983,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Rarely/Never"",""Q3"":""Often""}",10458.294999989448,
5,1562802934031,10/07/2019 23:55:34,1562802933867,3,11/07/2019 02:55:33,8835,5,task-df75,,2797983,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Almost always/Always"",""Q3"":""Occasionally""}",12258.24000002467,
6,1562802946005,10/07/2019 23:55:46,1562802945859,3,11/07/2019 02:55:45,8835,5,task-df75,,2797983,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Rarely/Never"",""Q2"":""Rarely/Never"",""Q3"":""Rarely/Never""}",11986.279999982798,
7,1562802957827,10/07/2019 23:55:57,1562802957643,3,11/07/2019 02:55:57,8835,5,task-df75,,2797983,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Often"",""Q3"":""Often"",""Q4"":""Almost always/Always""}",11777.365000016289,
1,1562802989334,10/07/2019 23:56:29,1562802988824,-5,10/07/2019 18:56:28,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Occasionally"",""Q3"":""Occasionally"",""Q4"":""Often""}",14884.720000089146,
2,1562803001695,10/07/2019 23:56:41,1562803001229,-5,10/07/2019 18:56:41,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Rarely/Never"",""Q3"":""Rarely/Never"",""Q4"":""Occasionally""}",12388.735000044107,
3,1562803014710,10/07/2019 23:56:54,1562803014239,-5,10/07/2019 18:56:54,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Occasionally"",""Q3"":""Occasionally""}",13001.589999999851,
4,1562803022857,10/07/2019 23:57:02,1562803022406,-5,10/07/2019 18:57:02,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Often"",""Q2"":""Occasionally"",""Q3"":""Often""}",8160.564999911003,
5,1562803037162,10/07/2019 23:57:17,1562803036693,-5,10/07/2019 18:57:16,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Occasionally"",""Q3"":""Rarely/Never""}",14280.460000038147,
6,1562803052381,10/07/2019 23:57:32,1562803051923,-5,10/07/2019 18:57:31,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Often""}",15223.965000011958,
7,1562803069737,10/07/2019 23:57:49,1562803069299,-5,10/07/2019 18:57:49,8835,5,task-df75,,2797986,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,Impulsivity,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Almost always/Always"",""Q1"":""Occasionally"",""Q2"":""Occasionally"",""Q3"":""Often"",""Q4"":""Occasionally""}",17368.610000004992,
1,1562804804097,11/07/2019 00:26:44,1562804804128,-4,10/07/2019 20:26:44,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Almost always/Always"",""Q1"":""Occasionally"",""Q2"":""Often"",""Q3"":""Rarely/Never"",""Q4"":""Rarely/Never""}",13843.980000005104,
2,1562804815922,11/07/2019 00:26:55,1562804816135,-4,10/07/2019 20:26:56,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Almost always/Always"",""Q3"":""Occasionally"",""Q4"":""Occasionally""}",11924.78500001016,
3,1562804826564,11/07/2019 00:27:06,1562804826681,-4,10/07/2019 20:27:06,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Often"",""Q3"":""Occasionally""}",10487.469999992754,
4,1562804846115,11/07/2019 00:27:26,1562804846243,-4,10/07/2019 20:27:26,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Rarely/Never"",""Q3"":""Occasionally""}",19506.549999990966,
5,1562804858922,11/07/2019 00:27:38,1562804859035,-4,10/07/2019 20:27:39,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Often"",""Q3"":""Rarely/Never""}",12733.994999987772,
6,1562804893212,11/07/2019 00:28:13,1562804893413,-4,10/07/2019 20:28:13,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Rarely/Never"",""Q2"":""Often"",""Q3"":""Occasionally""}",34324.714999995194,
7,1562804911345,11/07/2019 00:28:31,1562804911575,-4,10/07/2019 20:28:31,8835,5,task-df75,,2798050,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Often"",""Q1"":""Often"",""Q2"":""Often"",""Q3"":""Rarely/Never"",""Q4"":""Often""}",18098.2049999875,
1,1562804844458,11/07/2019 00:27:24,1562804844125,-4,10/07/2019 20:27:24,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Almost always/Always"",""Q1"":""Occasionally"",""Q2"":""Occasionally"",""Q3"":""Rarely/Never"",""Q4"":""Occasionally""}",11244.57999994047,
2,1562804856375,11/07/2019 00:27:36,1562804856065,-4,10/07/2019 20:27:36,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Occasionally"",""Q3"":""Often"",""Q4"":""Almost always/Always""}",11906.469999812543,
3,1562804865547,11/07/2019 00:27:45,1562804865237,-4,10/07/2019 20:27:45,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Almost always/Always"",""Q3"":""Occasionally""}",9153.865000000224,
4,1562804872085,11/07/2019 00:27:52,1562804871795,-4,10/07/2019 20:27:51,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Almost always/Always"",""Q2"":""Occasionally"",""Q3"":""Occasionally""}",6532.624999992549,
5,1562804879562,11/07/2019 00:27:59,1562804879272,-4,10/07/2019 20:27:59,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Almost always/Always"",""Q3"":""Occasionally""}",7456.91499998793,
6,1562804888330,11/07/2019 00:28:08,1562804888041,-4,10/07/2019 20:28:08,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Often"",""Q2"":""Occasionally"",""Q3"":""Occasionally""}",8747.165000066161,
7,1562804899311,11/07/2019 00:28:19,1562804899009,-4,10/07/2019 20:28:19,8835,5,task-df75,,2798052,5c2da96d0091e40001cb708c,774645,,complete,,5d267d0f22313100160599cd,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Impulsivity,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Occasionally"",""Q1"":""Occasionally"",""Q2"":""Occasionally"",""Q3"":""Almost always/Always"",""Q4"":""Occasionally""}",10945.750000188127,
END OF FILE
